 nnnn ,   dte   ,dd/mm/yyyy,hh:mm:ss,   #1   ,   #2   ,   #3   ,   #4   ,   #5   ,   #6   ,   #7   ,   #8   ,   #9   ,   #10  
   784,666528244,12/02/2021,10:44:04,  400.54,  393.12,  393.88,    0.52,    0.46,    0.00,    0.26,  178.07,  139.74,  226.45
   785,666528245,12/02/2021,10:44:05,  400.57,  393.47,  393.41,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   786,666528246,12/02/2021,10:44:06,  401.26,  393.60,  393.83,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   787,666528247,12/02/2021,10:44:07,  400.00,  392.72,  393.39,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   788,666528248,12/02/2021,10:44:08,  394.60,  388.85,  390.14,   19.49,   19.11,   18.80,    0.28,12971.59,    0.00,12971.42
   789,666528249,12/02/2021,10:44:09,  399.04,  392.46,  393.14,   13.16,   12.55,   12.87,    0.12, 2421.03, 8447.77, 8791.59
   790,666528250,12/02/2021,10:44:10,  398.93,  391.63,  391.78,    4.55,    4.07,    3.86,    0.50,  347.07, -960.23, 2840.87
   791,666528251,12/02/2021,10:44:11,  399.10,  390.90,  392.04,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   792,666528252,12/02/2021,10:44:12,  399.49,  391.89,  392.28,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   793,666528253,12/02/2021,10:44:13,  399.23,  391.72,  392.27,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   794,666528254,12/02/2021,10:44:14,  399.15,  391.13,  391.31,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   795,666528255,12/02/2021,10:44:15,  398.87,  391.40,  391.82,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   796,666528256,12/02/2021,10:44:16,  391.36,  384.10,  385.33,   19.81,   19.56,   18.37,    0.62,12892.59,    0.00,12893.79
   797,666528258,12/02/2021,10:44:18,  391.96,  384.32,  385.91,   16.77,   16.97,   16.08,    0.86, 6863.16, 8778.87,11151.80
   798,666528259,12/02/2021,10:44:19,  393.74,  387.54,  388.70,   17.13,   16.39,   15.05,    0.56, 9462.24, 5499.89,10944.18
   799,666528260,12/02/2021,10:44:20,  399.36,  391.60,  392.20,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   800,666528261,12/02/2021,10:44:21,  399.78,  392.19,  392.68,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   801,666528262,12/02/2021,10:44:22,  399.84,  392.11,  392.73,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   802,666528263,12/02/2021,10:44:23,  400.04,  392.44,  393.25,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   803,666528264,12/02/2021,10:44:24,  395.75,  390.27,  390.87,   29.66,    0.00,   26.84,    0.18,12747.40,    0.00,12750.61
   804,666528265,12/02/2021,10:44:25,  401.06,  394.19,  394.89,   13.34,   12.72,   12.99,    0.53, 4041.75, 5906.69, 8934.35
   805,666528266,12/02/2021,10:44:26,  399.86,  392.95,  393.79,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   806,666528267,12/02/2021,10:44:27,  400.78,  393.32,  393.68,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   807,666528268,12/02/2021,10:44:28,  400.18,  392.59,  393.08,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   808,666528269,12/02/2021,10:44:29,  399.88,  392.80,  393.12,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   809,666528270,12/02/2021,10:44:30,  400.56,  393.10,  393.65,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
   810,666528271,12/02/2021,10:44:31,  395.11,  389.12,  391.36,   18.39,   17.40,   16.89,    0.41,11921.19,    0.00,11919.46
   811,666528272,12/02/2021,10:44:32,  393.10,  386.40,  387.29,   17.05,   17.06,   16.22,    0.73, 4674.23,10298.82,11305.53
   812,666528278,12/02/2021,10:44:38,  400.38,  392.90,  393.79,    0.00,    0.00,    0.00,    1.00,    0.00,    0.00,    0.00
